# ID pix glon glat
308 429339 296.922246 79.408766
309 9072025 332.973633 39.765609
310 15480719 85.056152 22.629191
311 1721408 86.945043 68.679192
312 7297211 227.662304 45.241023
313 38888535 228.823242 -33.041571
314 13800133 31.157227 26.839796
315 1767084 168.941489 68.400202
316 36829545 105.886230 -27.615882
317 40523321 70.004883 -37.614928
318 13203869 108.171387 28.376307
319 8808034 251.806641 40.546511
320 46647960 127.638172 -58.611437
321 40599226 165.695801 -37.827139
322 672363 112.267241 76.721550
323 34096712 250.686035 -20.782273
324 469649 31.453608 78.903969
325 43431276 11.655897 -46.547259
326 2424564 193.283379 64.643799
327 5413750 273.036474 51.715541
328 12635009 309.440918 29.870866
329 44729475 307.930108 -51.013581
330 5849047 224.605263 50.140056
331 36989136 279.140625 -28.016549
332 35533737 41.198730 -24.337411
333 38378020 114.082031 -31.672626
334 9126297 197.995605 39.595970
335 40869213 150.336914 -38.610546
336 14091334 228.098145 26.110528
337 1375840 327.484922 70.976154
338 39952208 172.265625 -35.984410
339 1554754 68.418367 69.747487
340 9776191 317.768555 37.709169
341 38926602 101.711426 -33.152888
342 1847409 214.417274 67.911655
343 6827947 69.910714 46.768479
344 37990128 348.046875 -30.626543
345 40955362 336.181641 -38.849630
346 5155459 11.179950 52.657215
347 11832011 301.442871 32.001936
348 10397099 243.764648 35.938325
349 3156092 253.125000 61.001063
350 34151884 155.214844 -20.921980
351 43676915 141.488487 -47.357576
352 15003322 345.673828 23.826683
353 38330064 166.640625 -31.541229
354 43280079 285.407348 -46.030414
355 11406808 335.764160 33.152888
356 40675861 293.422852 -38.039962
357 14740533 317.329102 24.480783
358 4481555 152.194389 55.275507
359 48802062 351.205714 -69.909896
360 50272790 342.470930 -86.070289
361 37480369 266.528320 -29.291811
362 49660336 51.062176 -76.744547
363 48441251 103.287037 -67.655588
364 50174848 180.160714 -83.600724
365 38043769 185.339355 -30.778383
366 110527 209.680851 84.630005
367 49000529 245.459559 -71.277182
368 41293576 79.101562 -39.862734
369 11267885 350.727539 33.532428
370 9183860 207.597656 39.426745
371 38656090 93.955078 -32.420769
372 42821511 252.051084 -44.548465
373 33998878 271.340332 -20.543074
374 45732866 45.267150 -54.820493
375 16170451 155.544434 20.941949
376 7171232 26.063886 45.635996
377 44755848 287.811377 -51.110493
378 3233333 353.591660 60.647009
379 42503327 27.459555 -43.556039
380 14669056 56.250000 24.644837
381 34569252 136.604004 -21.943859
382 11932247 26.323242 31.716466
383 7010757 275.649038 46.178180
384 46127427 228.382759 -56.398661
385 47378634 138.259259 -61.967381
386 42995482 99.375979 -45.117479
387 8133813 56.646009 42.584860
388 43166043 241.497623 -45.660663
389 38931159 301.970215 -33.152888
390 13953463 289.291992 26.464166
391 13876217 134.714355 26.651827
392 38485111 140.251465 -31.957960
393 10817555 0.834961 34.749318
394 40191832 262.639160 -36.655711
395 8672999 77.651367 40.940387
396 5352920 176.066626 51.933086
397 3327623 139.779070 60.198128
398 2481984 179.394075 64.339331
399 44801204 217.585689 -51.280020
400 38857891 322.163086 -32.952619
401 35002004 74.003906 -23.013657
402 2194527 1.331107 65.883232
403 1180340 261.152344 72.387561
404 1977532 312.238431 67.143114
405 33943340 350.683594 -20.403715
406 3674814 3.617257 58.635164
407 917585 303.301329 74.488176
408 39466820 81.760254 -34.635899
409 16188970 249.367676 20.902014
410 2577017 225.000000 63.847109
411 5919567 324.811047 49.896984
412 10453740 212.893066 35.777238
413 12485428 216.057129 30.258774
414 34219301 237.875977 -21.081805
415 3928 295.568182 88.994909
416 11676837 322.250977 32.420769
417 41532275 128.825684 -40.571060
418 44534977 18.058167 -50.334380
419 6400613 158.443264 48.214568
420 40643807 324.799805 -37.945298
421 50111448 247.364458 -82.410683
422 40706812 213.574219 -38.134749
423 12909259 121.442871 29.142224
424 4825996 317.839665 53.932761
425 3430169 40.500000 59.725115
426 35207196 91.252441 -23.521211
427 43112408 216.023684 -45.487946
428 45435909 335.932907 -53.644368
429 2585881 207.189974 63.800205
430 33904430 80.771484 -20.324137
431 46319253 34.925847 -57.209083
432 44098262 30.314448 -48.800805
433 43458885 270.752427 -46.621018
434 6846629 259.272973 46.719334
435 34772387 63.413086 -22.447451
436 48081074 253.671065 -65.579491
437 2621802 160.545852 63.612545
438 496131 202.319277 78.605578
439 5453007 256.617202 51.570432
440 9617422 180.637207 38.158465
441 36618907 209.333496 -27.069961
442 37362326 119.091797 -28.992853
443 38299714 272.900391 -31.453734
444 16335451 206.520996 20.543074
445 12074597 161.960449 31.344480
446 12528649 315.395508 30.150869
447 33880659 116.169434 -20.264481
448 44606053 187.101064 -50.577117
449 47533198 220.207101 -62.720166
450 37436902 156.379395 -29.184941
451 11559063 186.635742 32.730630
452 2481218 117.508977 64.339331
453 12945571 277.185059 29.056843
454 44501978 76.054482 -50.212942
455 48971801 333.109091 -71.068792
456 45337729 116.287975 -53.283543
457 38782469 247.741699 -32.752804
458 13054298 15.227051 28.758563
459 8010301 283.425787 42.983725
460 49484619 259.285714 -75.087358
461 16231082 299.970703 20.802223
462 41321746 237.062988 -39.935668
463 5130457 47.949438 52.753648
464 36194662 285.754395 -25.985970
465 11385165 104.655762 33.197454
466 990899 137.492898 73.865496
467 4625200 80.502959 54.700658
468 12641704 243.632812 29.849360
469 37626194 194.853516 -29.677478
470 44783088 317.890156 -51.207376
471 45306969 167.025237 -53.163184
472 11708907 291.577148 32.332433
473 6051446 345.845313 49.434626
474 1128827 278.928096 72.780415
475 5772078 120.485580 50.407220
476 3575192 183.668661 59.085708
477 758925 181.972403 75.893306
478 34220426 287.314453 -21.081805
479 8212574 323.151530 42.360231
480 46298517 159.052817 -57.113827
481 45971924 23.201220 -55.777760
482 6458543 186.285476 48.018901
483 48487094 53.109375 -67.934929
484 40106379 107.380371 -36.423574
485 45037837 204.754149 -52.150489
486 37873428 259.628906 -30.323574
487 9796555 132.692871 37.638477
488 47358078 58.363413 -61.873197
489 16315020 28.674316 20.582914
490 10335583 60.446777 36.099741
491 8941668 4.416504 40.130539
492 9802443 31.420898 37.614928
493 48132554 326.582459 -65.859874
494 34388289 104.128418 -21.502170
495 46502699 307.684249 -57.970294
496 47112606 299.184397 -60.694233
497 50022567 138.206107 -81.013619
498 118965 140.717213 84.424186
499 4257545 191.319397 56.183850
500 35714101 47.351074 -24.788561
501 37277574 354.660645 -28.758563
502 4906919 306.867816 53.620325
503 34308521 198.698730 -21.301846
504 42800084 337.581144 -44.474159
505 49994417 313.905109 -80.601124
506 14081726 165.849609 26.131300
507 34934963 7.866211 -22.851644
508 33830016 50.646973 -20.145237
509 3213999 62.992902 60.717842
510 36824135 228.120117 -27.594835
511 14882876 92.636719 24.112440
512 1734030 229.156821 68.609456
513 13851159 113.510742 26.714449
514 6447098 332.849582 48.067830
515 5983810 76.500000 49.653723
516 15507772 193.886719 22.568584
517 41102016 300.937500 -39.282021
518 33852681 326.667480 -20.184975
519 33901502 312.121582 -20.304249
520 44719832 149.614925 -50.989349
521 7107934 250.877984 45.857924
522 4599168 337.707784 54.820493
523 49367577 76.448127 -74.096173
524 13013104 4.921875 28.864993
525 8685555 269.450684 40.915701
526 50260037 99.761905 -85.681712
527 11580430 45.637207 32.664141
528 15587944 117.070312 22.366755
529 37589520 23.203125 -29.591647
530 34573022 302.277832 -21.943859
531 10625947 220.561523 35.295918
532 13772045 236.821289 26.923438
533 41936954 272.548828 -41.785297
534 44721699 249.931343 -50.989349
535 7144932 214.880952 45.734652
536 46606692 278.538462 -58.421575
537 44818707 85.635542 -51.352647
538 48374974 140.733064 -67.259626
539 38923773 337.368164 -33.130613
540 9123772 87.033691 39.595970
541 47631931 239.754733 -63.213528
542 45610191 12.158203 -54.340912
543 33881240 141.701660 -20.264481
544 41843077 107.116699 -41.510739
545 9515261 11.140137 38.443661
546 13828088 179.670410 26.777105
547 42581713 2.263720 -43.804488
548 39588408 24.960937 -34.976624
549 33918633 344.948730 -20.344028
550 13639131 155.874023 27.258630
551 11369908 154.182129 33.242043
552 46506154 172.483731 -57.994058
553 6226828 355.331633 48.825207
554 48461874 217.647363 -67.771996
555 48693637 183.928177 -69.213568
556 39025925 146.491699 -33.420627
557 34570871 207.751465 -21.943859
558 16417520 213.068848 20.344028
559 998616 42.326733 73.796280
560 44712867 135.510143 -50.965114
561 40664249 143.151855 -38.016284
562 4442119 295.942953 55.443001
563 4514449 326.294940 55.155822
564 12942480 141.350098 29.056843
565 10178135 341.345215 36.562773
566 40810674 97.844238 -38.443661
567 5173188 284.132463 52.608988
568 5011853 184.292483 53.211332
569 1762002 42.028754 68.423456
570 41729949 175.671387 -41.162976
571 15447742 75.871582 22.710041
572 5561623 27.598921 51.158938
573 44825692 104.403255 -51.376852
574 1366236 3.536880 71.022474
575 16334796 177.736816 20.543074
576 39661498 356.923828 -35.158924
577 740307 324.991776 76.077423
578 7927875 167.049221 43.232709
579 10472732 327.502441 35.731273
580 39446726 278.701172 -34.567922
581 10916232 17.226562 34.477373
582 45817958 79.244341 -55.155822
583 36332907 240.952148 -26.339229
584 48462614 286.520165 -67.771996
585 2400643 33.134124 64.760853
586 11322452 228.713379 33.375946
587 14256399 281.931152 25.695846
588 13853162 201.533203 26.714449
589 42894954 71.444502 -44.796007
590 9363084 163.652344 38.897543
591 1056394 97.861073 73.334687
592 40405849 307.683105 -37.262580
593 16378356 291.972656 20.443519
594 16506537 164.926758 20.125372
595 37778495 47.790527 -30.086183
596 46153722 63.186851 -56.517949
597 45842256 96.879172 -55.251573
598 8068870 32.546043 42.784368
599 6135893 20.008562 49.117879
600 2699401 95.847676 63.213528
601 38416536 6.701660 -31.782266
602 36859286 332.841797 -27.679047
603 4688841 234.052907 54.460868
604 14555437 103.227539 24.932451
605 38888821 241.391602 -33.041571
606 1373893 116.109771 70.976154
607 48469020 163.445596 -67.818553
608 9177261 277.624512 39.450895
609 6689144 114.185347 47.234946
610 43265621 312.773936 -45.981142
611 40153496 17.951660 -36.562773
612 33869836 0.527344 -20.244601
613 7062586 242.482704 46.005779
614 47355191 205.340164 -61.849648
615 36853196 65.214844 -27.679047
616 14174008 261.232910 25.903004
617 8645508 309.550781 41.039223
618 16560111 359.252930 20.006235
619 46015846 187.382573 -55.945027
620 35232657 130.122070 -23.582249
621 38508053 68.422852 -32.023932
622 8430488 220.429688 41.685322
623 15124570 273.977051 23.521211
624 12662087 59.392090 29.784870
625 36034467 85.913086 -25.592402
626 11052802 258.837891 34.116151
627 14071373 70.905762 26.152076
628 15867204 149.238281 21.682697
629 8958537 25.729980 40.081769
630 49776503 233.538899 -77.939655
631 38944319 160.290527 -33.197454
632 41264816 255.234375 -39.765609
633 16533349 263.210449 20.065792
634 36356564 200.588379 -26.401681
635 4928331 95.818471 53.524135
636 3845073 20.082913 57.898992
637 9623965 108.149414 38.134749
638 13702182 46.669922 27.090909
639 6584898 3.892562 47.578182
640 46777394 147.895724 -59.180497
641 41870241 220.825195 -41.585503
642 38689545 124.145508 -32.509191
643 13936160 248.906250 26.505842
644 15732860 5.449219 22.004195
645 14143989 22.016602 25.965223
646 48621637 300.600000 -68.748920
647 40310135 61.479492 -37.005237
648 2732483 130.842601 63.049131
649 596784 271.071429 77.503140
650 2123724 348.160194 66.303514
651 296421 173.337662 81.196912
652 10913847 272.438965 34.500001
653 40221226 114.367676 -36.748762
654 42157999 327.752226 -42.460090
655 5142442 1.038030 52.705434
656 6343148 140.912409 48.410106
657 16508205 238.227539 20.125372
658 49990966 279.479419 -80.555284
659 33919625 28.520508 -20.363921
660 49952412 17.482759 -80.050940
661 7943383 147.734571 43.182931
662 43600664 350.019074 -47.087721
663 33837492 19.160156 -20.165105
664 1351503 194.835766 71.138262
665 9667762 232.844238 38.016284
666 16551040 320.646973 20.026085
667 46111866 343.306951 -56.327071
668 4188633 243.161714 56.470238
669 14319758 186.262207 25.530378
670 36317219 271.538086 -26.297614
671 47642822 4.232097 -63.283967
672 33774030 110.302734 -20.006235
673 7199044 266.655245 45.561981
674 8668602 244.445801 40.965082
675 43066174 189.373033 -45.339818
676 35319706 355.517578 -23.785912
677 39027300 206.916504 -33.420627
678 9759091 286.303711 37.756334
679 3415517 112.482785 59.796101
680 33929143 86.813965 -20.383816
681 43570315 302.814029 -46.989530
682 15795186 224.406738 21.863451
683 46105165 288.290922 -56.303205
684 47009695 256.070597 -60.221765
685 3640146 216.326909 58.801211
686 44273062 4.887931 -49.410272
687 38971981 295.883789 -33.264346
688 16002432 331.875000 21.361914
689 4650615 142.554098 54.604761
690 36324584 235.217285 -26.318420
691 16333547 122.849121 20.543074
692 49980128 94.618138 -80.417754
693 33895413 44.538574 -20.304249
694 33881821 167.233887 -20.264481
695 42402036 114.477649 -43.232709
696 3524258 342.807084 59.322639
697 6084090 232.560206 49.312839
698 47816547 34.000892 -64.175311
699 43442223 182.303341 -46.571847
700 40950822 136.669922 -38.849630
701 2141054 58.652174 66.186802
702 33964268 190.393066 -20.463425
703 36002957 141.196289 -25.509711
704 8494962 173.759766 41.485837
705 40022268 11.096191 -36.192128
706 7188649 133.362342 45.586654
707 12151145 285.864258 31.148141
708 41830817 288.347168 -41.460945
709 46276540 208.093399 -57.018549
710 37639097 41.879883 -29.720421
711 12586943 357.165527 30.000000
712 34078019 149.216309 -20.742380
713 38985107 152.709961 -33.308969
714 46978878 268.992278 -60.079924
715 43983625 332.803030 -48.385671
716 13268899 85.935059 28.206858
717 4486954 116.705607 55.251573
718 42250889 154.992537 -42.759438
719 34411784 56.601562 -21.562320
720 10753795 78.881836 34.931113
721 36468039 59.392090 -26.693571
722 48829170 273.477509 -70.095455
723 38070597 284.282227 -30.843531
724 13749415 322.360840 26.986210
725 34387483 68.708496 -21.502170
726 5429738 66.981189 51.642994
727 7029392 90.840000 46.104307
728 35810284 314.121094 -25.014750
729 33823511 124.760742 -20.125372
730 7529668 294.518041 44.498930
731 7780260 302.882860 43.705136
732 39633223 194.392090 -35.090514
733 49636429 329.720339 -76.491554
734 7973444 64.018528 43.083347
735 41014347 48.295898 -39.041477
736 519101 346.119843 78.353033
737 39170792 32.717285 -33.823791
738 43098507 277.831230 -45.438579
739 7799925 119.643038 43.630598
740 46398466 53.313124 -57.542293
741 41249753 313.286133 -39.717098
742 35302240 307.968750 -23.745154
743 48959042 23.750000 -70.999314
744 5869212 204.929947 50.067154
745 50307946 229.954128 -87.509952
746 12822559 271.362305 29.377389
747 47634372 68.875969 -63.237009
748 13947108 10.019531 26.464166
749 42748808 123.536210 -44.325486
750 159342 273.989362 83.554967
751 14185879 62.907715 25.861544
752 16529747 104.919434 20.065792
753 48953258 116.078313 -70.952992
754 9928916 189.338379 37.262580
755 33957793 265.825195 -20.443519
756 3887846 268.741033 57.732573
757 14353141 213.288574 25.447730
758 16465097 143.854980 20.224723
759 16347663 23.181152 20.503244
760 2790347 242.908552 62.767175
761 16539854 189.052734 20.045937
762 10221616 92.131348 36.423574
763 3338792 198.424923 60.150850
764 2810954 10.206577 62.649644
765 40690105 199.379883 -38.087340
766 16541695 269.956055 20.045937
767 36007713 350.200195 -25.509711
768 4157969 132.659501 56.589503
769 33824324 160.488281 -20.125372
770 4171521 257.877424 56.541802
771 42235077 167.363320 -42.709571
772 35954067 152.709961 -25.385781
773 7603442 108.115385 44.251119
